--  1000-10/ --;;--  1000-100/ --;;--  1000-1000/ --;;--  1000-4000/ --;;--  100-10/ --;;--  100-100/ --;;--  100-1000/ --;;--  100-400/ --;;--  10-10/ --;;--  10-100/ --;;--  10-1000/ --;;--  2000-10/ --;;--  2000-100/ --;;--  2000-1000/ --;;--  200-10/ --;;--  200-100/ --;;--  200-1000/ --;;--  20-10/ --;;--  20-100/ --;;--  20-1000/ --;;--  500-10/ --;;--  500-100/ --;;--  500-1000/ --;;--  500-2000/ --;;--  50-10/ --;;--  50-100/ --;;--  50-1000/ --;
0;0;0;0;0;0;0,000996113;4;0;0;0;1;0;1;0;1;0;0;0;1;0;95;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;31;0;0;0;0;0;1;0;0;0;1;0;27;0;0
0,017107964;0;0;0;0;0;0,015621662;9;0;0;0;1;0;29;0;8;0;0;0;5;0;5;0,00099802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;5;0;0;0;2;0;25
0;0;0;0;0;1;0;4;0;0;0;0;0;2;0;5;0;0;0;5;0;10;0;0;0;0;0;0;0;0;0,001995087;0;0;2;0;0;0;1;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;4
0;0;0;0;0;0;0;9;0;0;0;0;0;9;0;2;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;67;0;0;0,000997543;0;0;1;0;0;0;0;0;0;0;5
0;0;0;0;0,000999689;0;0;3;0;0;0;0;0;1;0;2;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;73;0;0;0;0;0;0;0;1;0;0;0;2;0;24
0;0;0;0;0;0;0;4;0;0;0;0;0;21;0;3;0;0;0;6;0;16;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;0;8;0;0;0;0;0;1;0;5;0;0;0;0;0;16
0;0;0;0;0,015622377;0;0;2;0;0;0;0;0;1;0;9;0;0;0;3;0;57;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;18;0;0;0;0;0;1;0;3;0;0;0;0;0;3
0;0;0;0;0;0;0;4;0;0;0;0;0;3;0;1;0;0;0;3;0;29;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;24;0;0;0;0;0;0;0;3;0;0;0;0;0;1
0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;8;0;0;0;7;0;112;0;0;0,00199461;0;0;0;0;0;0;0;0;0;0;0;0;2;0;7;0;0;0;0;0;0;0;2;0;0;0;2;0;8
0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;7;0;0;0;3;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0,000997066;0;0;1;0;0;0;0;0;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001710796;0;0;0;0,001662207;0,1;0,001661777;4,4;0;0;0;0,2;0;7,5;0;4,6;0;0;0;3,3;0;58,2;9,9802E-05;0;0,000199461;0;0;0;0;0;0,000199509;0;0;1,4;0;0;0;1,8;0;27;0;0;9,97543E-05;0;9,97066E-05;0,6;0;2;0;0,1;0;3,3;0;8,6
